x,Y
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
-4.835951157057538e-12,-1.7668091771604082e-15
