x,FL,FR,RL,RR
9.491262435913086,0.0,0.0,0.0,0.0
9.591318368911743,0.0,0.0,0.0,0.0
9.693412780761719,0.0,0.0,0.0,0.0
9.791427850723267,0.0,0.0,0.0,0.0
9.891180992126465,0.0,0.0,0.0,0.0
9.991192817687988,0.0,0.0,0.0,0.0
10.09172797203064,0.0,0.0,0.0,0.0
10.191283226013184,0.0,0.0,0.0,0.0
10.292540788650513,0.0,0.0,0.0,0.0
10.39227843284607,0.0,0.0,0.0,0.0
10.492253303527832,0.0,0.0,0.0,0.0
10.591299533843994,0.0,0.0,0.0,0.0
10.691412687301636,0.0,0.0,0.0,0.0
10.792158842086792,0.0,0.0,0.0,0.0
10.89223861694336,0.0,0.0,0.0,0.0
10.992114543914795,0.0,0.0,0.0,0.0
11.09110951423645,0.0,0.0,0.0,0.0
11.19221568107605,0.0,0.0,0.0,0.0
11.292140483856201,0.0,0.0,0.0,0.0
11.392005681991577,0.0,0.0,0.0,0.0
11.492229700088501,0.0,0.0,0.0,0.0
11.591267585754395,0.0,0.0,0.0,0.0
11.69279932975769,0.0,0.0,0.0,0.0
11.792172193527222,0.0,0.0,0.0,0.0
11.891428232192993,0.0,0.0,0.0,0.0
11.992305517196655,0.0,0.0,0.0,0.0
12.091195583343506,0.0,0.0,0.0,0.0
12.192378044128418,0.0,0.0,0.0,0.0
12.292300462722778,0.0,0.0,0.0,0.0
12.392193078994751,0.0,0.0,0.0,0.0
12.492204904556274,0.0,0.0,0.0,0.0
12.59129285812378,0.0,0.0,0.0,0.0
12.692131996154785,0.0,0.0,0.0,0.0
12.79211163520813,0.0,0.0,0.0,0.0
12.89196491241455,0.0,0.0,0.0,0.0
12.992101907730103,0.0,0.0,0.0,0.0
13.092458248138428,0.0,0.0,0.0,0.0
13.192187547683716,0.0,0.0,0.0,0.0
13.291215896606445,0.0,0.0,0.0,0.0
13.392081260681152,0.0,0.0,0.0,0.0
13.491090536117554,0.0,0.0,0.0,0.0
13.592493534088135,0.0,0.0,0.0,0.0
13.69134783744812,0.0,0.0,0.0,0.0
13.79212737083435,0.0,0.0,0.0,0.0
13.892124891281128,0.0,0.0,0.0,0.0
13.99215817451477,0.0,0.0,0.0,0.0
14.09214735031128,0.0,0.0,0.0,0.0
14.192899465560913,0.0,0.0,0.0,0.0
14.292236566543579,0.0,0.0,0.0,0.0
14.393457174301147,0.0,0.0,0.0,0.0
14.492131471633911,0.0,0.0,0.0,0.0
14.592477083206177,0.0,0.0,0.0,0.0
14.691437482833862,0.0,0.0,0.0,0.0
14.792110919952393,0.0,0.0,0.0,0.0
14.89202618598938,0.0,0.0,0.0,0.0
14.992109537124634,0.0,0.0,0.0,0.0
15.092493295669556,0.0,0.0,0.0,0.0
15.192570686340332,0.0,0.0,0.0,0.0
15.292435884475708,0.0,0.0,0.0,0.0
15.391391515731812,0.0,0.0,0.0,0.0
15.492138862609863,0.0,0.0,0.0,0.0
15.59249758720398,0.0,0.0,0.0,0.0
15.692304372787476,0.0,0.0,0.0,0.0
15.792152881622314,0.0,0.0,0.0,0.0
15.89118480682373,0.0,0.0,0.0,0.0
15.991688966751099,0.0,0.0,0.0,0.0
16.092541217803955,0.0,0.0,0.0,0.0
16.191712617874146,0.0,0.0,0.0,0.0
16.293203830718994,0.0,0.0,0.0,0.0
16.39163613319397,0.0,0.0,0.0,0.0
16.49239182472229,0.0,0.0,0.0,0.0
16.59266233444214,0.0,0.0,0.0,0.0
16.69252634048462,0.0,0.0,0.0,0.0
16.792904138565063,0.0,0.0,0.0,0.0
16.89417839050293,0.0,0.0,0.0,0.0
16.992491483688354,0.0,0.0,0.0,0.0
0.0,4.0,6.0,4.0,6.0
17.092100381851196,0.0,0.0,0.0,0.0
0.37479519844055176,4.0,6.0,4.0,6.0
0.49970149993896484,4.0,6.0,4.0,6.0
0.7498526573181152,4.0,6.0,4.0,6.0
17.592451572418213,0.0,0.0,0.0,0.0
1.1247670650482178,4.0,6.0,4.0,6.0
1.3747835159301758,4.0,6.0,4.0,6.0
18.391218185424805,0.0,0.0,0.0,0.0
